Date,Open,High,Low,Close,Adj Close,Volume
2020-04-23,"8,528.84","8,635.23","8,475.20","8,494.75","8,494.75","3,759,890,000"
2020-04-24,"8,530.08","8,642.93","8,464.42","8,634.52","8,634.52","3,696,020,000"
2020-04-27,"8,717.98","8,754.57","8,697.37","8,730.16","8,730.16","3,694,980,000"
2020-04-28,"8,825.69","8,830.57","8,600.70","8,607.73","8,607.73","3,730,350,000"
2020-04-29,"8,802.70","8,957.27","8,765.01","8,914.71","8,914.71","4,407,140,000"
2020-04-30,"8,911.02","8,926.11","8,825.83","8,889.55","8,889.55","4,335,660,000"
2020-05-01,"8,681.29","8,754.46","8,566.84","8,604.95","8,604.95","3,741,300,000"
2020-05-04,"8,555.32","8,715.82","8,537.83","8,710.71","8,710.71","3,443,140,000"
2020-05-05,"8,809.66","8,909.96","8,781.31","8,809.12","8,809.12","3,933,550,000"
2020-05-06,"8,874.70","8,933.25","8,819.37","8,854.39","8,854.39","3,656,750,000"
2020-05-07,"8,973.78","9,015.99","8,932.86","8,979.66","8,979.66","3,787,220,000"
2020-05-08,"9,056.89","9,125.98","9,018.21","9,121.32","9,121.32","3,813,630,000"
2020-05-11,"9,054.91","9,241.92","9,053.17","9,192.34","9,192.34","3,925,450,000"
2020-05-12,"9,225.15","9,250.96","9,000.07","9,002.55","9,002.55","4,336,510,000"
2020-05-13,"9,006.05","9,074.16","8,752.68","8,863.17","8,863.17","4,273,210,000"
2020-05-14,"8,788.04","8,945.71","8,705.25","8,943.72","8,943.72","3,965,970,000"
2020-05-15,"8,839.99","9,018.40","8,821.38","9,014.56","9,014.56","4,240,690,000"
2020-05-18,"9,177.15","9,267.22","9,154.35","9,234.83","9,234.83","4,341,820,000"
2020-05-19,"9,227.46","9,317.25","9,183.25","9,185.10","9,185.10","4,193,550,000"
2020-05-20,"9,305.62","9,392.82","9,304.20","9,375.78","9,375.78","4,315,500,000"
2020-05-21,"9,375.19","9,405.25","9,254.85","9,284.88","9,284.88","3,745,270,000"
2020-05-22,"9,278.55","9,328.28","9,239.41","9,324.59","9,324.59","3,668,070,000"
2020-05-26,"9,501.21","9,501.21","9,333.16","9,340.22","9,340.22","4,448,950,000"
2020-05-27,"9,346.12","9,414.62","9,144.28","9,412.36","9,412.36","4,489,110,000"
2020-05-28,"9,392.99","9,523.64","9,345.28","9,368.99","9,368.99","4,113,660,000"
2020-05-29,"9,382.35","9,505.55","9,324.73","9,489.87","9,489.87","4,742,290,000"
2020-06-01,"9,471.42","9,571.28","9,462.32","9,552.05","9,552.05","3,847,770,000"
2020-06-02,"9,566.53","9,611.22","9,472.08","9,608.38","9,608.38","3,990,080,000"
2020-06-03,"9,651.86","9,707.78","9,627.17","9,682.91","9,682.91","4,679,030,000"
2020-06-04,"9,649.65","9,716.14","9,560.41","9,615.81","9,615.81","6,141,320,000"
2020-06-05,"9,703.54","9,845.69","9,685.35","9,814.08","9,814.08","6,607,730,000"
2020-06-08,"9,823.44","9,927.13","9,780.61","9,924.75","9,924.75","6,197,330,000"
2020-06-09,"9,867.19","10,002.50","9,863.27","9,953.75","9,953.75","5,319,450,000"
2020-06-10,"10,012.32","10,086.89","9,962.58","10,020.35","10,020.35","5,170,860,000"
2020-06-11,"9,791.24","9,868.08","9,491.31","9,492.73","9,492.73","5,300,850,000"
2020-06-12,"9,715.87","9,768.64","9,413.62","9,588.81","9,588.81","4,388,990,000"
2020-06-15,"9,426.90","9,756.07","9,403.00","9,726.02","9,726.02","4,476,010,000"
2020-06-16,"9,949.78","9,963.63","9,748.38","9,895.87","9,895.87","4,669,320,000"
2020-06-17,"9,943.31","9,991.21","9,891.81","9,910.53","9,910.53","4,279,700,000"
2020-06-18,"9,892.48","9,959.20","9,885.66","9,943.05","9,943.05","4,335,320,000"
2020-06-19,"10,042.13","10,053.91","9,872.94","9,946.12","9,946.12","6,093,830,000"
2020-06-22,"9,945.49","10,059.61","9,916.60","10,056.48","10,056.48","4,506,960,000"
2020-06-23,"10,130.83","10,221.85","10,112.44","10,131.37","10,131.37","5,755,170,000"
2020-06-24,"10,092.92","10,137.50","9,842.22","9,909.17","9,909.17","5,589,130,000"
2020-06-25,"9,899.36","10,023.28","9,810.47","10,017.00","10,017.00","4,779,640,000"
2020-06-26,"9,995.12","10,000.67","9,749.07","9,757.22","9,757.22","7,309,380,000"
2020-06-29,"9,771.72","9,877.34","9,663.61","9,874.15","9,874.15","4,336,290,000"
2020-06-30,"9,875.29","10,085.59","9,863.67","10,058.77","10,058.77","4,510,190,000"
2020-07-01,"10,063.67","10,197.19","10,048.04","10,154.63","10,154.63","4,624,430,000"
2020-07-02,"10,268.67","10,310.36","10,194.06","10,207.63","10,207.63","4,038,920,000"
2020-07-06,"10,360.38","10,462.05","10,354.98","10,433.65","10,433.65","4,570,260,000"
2020-07-07,"10,412.46","10,518.98","10,337.98","10,343.89","10,343.89","4,337,130,000"
2020-07-08,"10,409.35","10,494.63","10,350.96","10,492.50","10,492.50","4,030,210,000"
2020-07-09,"10,563.72","10,578.10","10,379.91","10,547.75","10,547.75","4,013,180,000"
2020-07-10,"10,545.91","10,622.35","10,447.01","10,617.44","10,617.44","3,537,510,000"
2020-07-13,"10,729.92","10,824.78","10,368.04","10,390.84","10,390.84","4,851,880,000"
2020-07-14,"10,310.25","10,497.83","10,182.46","10,488.58","10,488.58","4,461,770,000"
2020-07-15,"10,576.72","10,604.67","10,420.54","10,550.49","10,550.49","4,647,070,000"
2020-07-16,"10,443.87","10,499.79","10,364.39","10,473.83","10,473.83","4,277,760,000"
2020-07-17,"10,500.52","10,532.62","10,421.21","10,503.19","10,503.19","4,361,480,000"
2020-07-20,"10,526.02","10,783.80","10,488.04","10,767.09","10,767.09","4,314,630,000"
2020-07-21,"10,837.88","10,839.93","10,650.46","10,680.36","10,680.36","5,350,750,000"
2020-07-22,"10,687.58","10,745.32","10,627.45","10,706.13","10,706.13","4,128,960,000"
2020-07-23,"10,689.50","10,728.12","10,407.87","10,461.42","10,461.42","4,501,540,000"
2020-07-24,"10,294.41","10,418.75","10,217.31","10,363.18","10,363.18","4,233,390,000"
2020-07-27,"10,421.70","10,546.44","10,399.86","10,536.27","10,536.27","4,244,570,000"
2020-07-28,"10,509.20","10,523.64","10,397.87","10,402.09","10,402.09","3,894,660,000"
2020-07-29,"10,474.70","10,567.91","10,464.00","10,542.94","10,542.94","4,009,640,000"
2020-07-30,"10,450.12","10,609.59","10,412.09","10,587.81","10,587.81","4,185,810,000"
2020-07-31,"10,741.47","10,747.80","10,557.70","10,745.27","10,745.27","4,438,730,000"
2020-08-03,"10,848.64","10,927.56","10,831.15","10,902.80","10,902.80","4,203,890,000"
2020-08-04,"10,897.89","10,941.91","10,852.90","10,941.17","10,941.17","4,016,520,000"
2020-08-05,"10,967.87","11,002.11","10,943.72","10,998.40","10,998.40","4,160,740,000"
2020-08-06,"10,989.98","11,121.19","10,963.41","11,108.07","11,108.07","4,120,000,000"
2020-08-07,"11,072.53","11,126.04","10,920.37","11,010.98","11,010.98","4,263,930,000"
2020-08-10,"11,033.73","11,040.24","10,849.46","10,968.36","10,968.36","4,048,420,000"
2020-08-11,"10,942.66","10,989.42","10,762.71","10,782.82","10,782.82","4,331,770,000"
2020-08-12,"10,878.12","11,036.72","10,877.16","11,012.24","11,012.24","3,745,230,000"
2020-08-13,"11,026.86","11,124.85","11,007.50","11,042.50","11,042.50","3,480,470,000"
2020-08-14,"11,042.24","11,058.44","10,972.06","11,019.30","11,019.30","3,514,260,000"
2020-08-17,"11,083.25","11,144.53","11,080.30","11,129.73","11,129.73","3,214,870,000"
2020-08-18,"11,170.75","11,230.62","11,103.83","11,210.84","11,210.84","3,228,590,000"
2020-08-19,"11,214.80","11,257.42","11,132.10","11,146.46","11,146.46","3,496,480,000"
2020-08-20,"11,096.40","11,283.62","11,090.03","11,264.95","11,264.95","4,215,130,000"
2020-08-21,"11,258.44","11,326.21","11,245.44","11,311.80","11,311.80","3,929,290,000"
2020-08-24,"11,449.25","11,462.05","11,297.53","11,379.72","11,379.72","3,907,310,000"
2020-08-25,"11,370.23","11,468.26","11,343.04","11,466.47","11,466.47","3,475,280,000"
2020-08-26,"11,516.62","11,672.05","11,507.46","11,665.06","11,665.06","3,471,520,000"
2020-08-27,"11,688.19","11,730.01","11,551.01","11,625.34","11,625.34","3,547,400,000"
2020-08-28,"11,689.28","11,708.77","11,634.77","11,695.63","11,695.63","3,012,980,000"
2020-08-31,"11,718.81","11,829.84","11,697.42","11,775.46","11,775.46","3,612,050,000"
2020-09-01,"11,850.96","11,945.72","11,794.78","11,939.67","11,939.67","3,511,060,000"
2020-09-02,"12,047.26","12,074.06","11,836.18","12,056.44","12,056.44","3,982,360,000"
2020-09-03,"11,861.90","11,894.40","11,361.36","11,458.10","11,458.10","4,465,010,000"
2020-09-04,"11,396.24","11,531.18","10,875.87","11,313.13","11,313.13","4,284,440,000"
2020-09-08,"10,900.70","11,131.50","10,837.20","10,847.69","10,847.69","3,905,420,000"
2020-09-09,"11,064.76","11,217.69","10,970.45","11,141.56","11,141.56","3,550,660,000"
2020-09-10,"11,235.53","11,299.53","10,875.02","10,919.59","10,919.59","3,840,010,000"
2020-09-11,"11,010.07","11,033.04","10,728.03","10,853.55","10,853.55","3,630,250,000"
2020-09-14,"11,010.14","11,118.29","10,982.26","11,056.65","11,056.65","3,737,610,000"
2020-09-15,"11,193.96","11,244.46","11,127.98","11,190.32","11,190.32","3,786,110,000"
2020-09-16,"11,222.08","11,245.42","11,046.43","11,050.47","11,050.47","3,678,020,000"
2020-09-17,"10,796.05","10,974.45","10,783.81","10,910.28","10,910.28","3,740,110,000"
2020-09-18,"10,973.45","10,977.68","10,639.95","10,793.28","10,793.28","5,759,090,000"
2020-09-21,"10,610.14","10,782.74","10,519.49","10,778.80","10,778.80","3,900,970,000"
2020-09-22,"10,873.30","10,979.65","10,737.52","10,963.64","10,963.64","3,515,440,000"
2020-09-23,"10,950.82","10,962.03","10,612.91","10,632.99","10,632.99","4,097,320,000"
2020-09-24,"10,551.02","10,799.55","10,520.22","10,672.27","10,672.27","4,086,360,000"
2020-09-25,"10,680.46","10,939.55","10,639.98","10,913.56","10,913.56","3,785,270,000"
2020-09-28,"11,084.38","11,120.79","11,019.14","11,117.53","11,117.53","3,591,740,000"
2020-09-29,"11,109.00","11,153.23","11,065.63","11,085.25","11,085.25","3,389,040,000"
2020-09-30,"11,092.90","11,277.96","11,092.90","11,167.51","11,167.51","4,260,630,000"
2020-10-01,"11,291.99","11,344.13","11,240.53","11,326.51","11,326.51","4,005,900,000"
2020-10-02,"11,082.53","11,244.87","11,033.69","11,075.02","11,075.02","3,731,510,000"
2020-10-05,"11,169.11","11,335.21","11,162.52","11,332.49","11,332.49","3,623,920,000"
2020-10-06,"11,314.53","11,392.41","11,124.45","11,154.60","11,154.60","4,390,960,000"
2020-10-07,"11,271.68","11,380.56","11,258.35","11,364.60","11,364.60","3,910,770,000"
2020-10-08,"11,443.35","11,448.23","11,384.33","11,420.98","11,420.98","3,507,570,000"
2020-10-09,"11,487.60","11,581.23","11,476.66","11,579.94","11,579.94","3,504,230,000"
2020-10-12,"11,732.33","11,965.54","11,704.13","11,876.26","11,876.26","3,885,030,000"
2020-10-13,"11,901.76","11,946.98","11,821.83","11,863.90","11,863.90","3,634,130,000"
2020-10-14,"11,889.07","11,939.92","11,714.35","11,768.73","11,768.73","3,410,410,000"
2020-10-15,"11,559.88","11,740.68","11,559.10","11,713.87","11,713.87","3,325,270,000"
2020-10-16,"11,761.83","11,827.42","11,648.53","11,671.56","11,671.56","3,166,980,000"
2020-10-19,"11,732.34","11,778.11","11,454.57","11,478.88","11,478.88","3,477,410,000"
2020-10-20,"11,531.83","11,632.89","11,471.23","11,516.49","11,516.49","3,510,040,000"
2020-10-21,"11,530.39","11,613.79","11,476.08","11,484.69","11,484.69","3,467,310,000"
2020-10-22,"11,526.97","11,548.77","11,369.29","11,506.01","11,506.01","3,434,040,000"
2020-10-23,"11,536.01","11,548.85","11,434.86","11,548.28","11,548.28","3,145,570,000"
2020-10-26,"11,440.64","11,545.63","11,221.06","11,358.94","11,358.94","3,205,100,000"
2020-10-27,"11,409.34","11,465.06","11,361.86","11,431.35","11,431.35","3,104,770,000"
2020-10-28,"11,230.90","11,249.95","10,999.07","11,004.87","11,004.87","3,930,690,000"
2020-10-29,"11,064.47","11,287.63","11,030.19","11,185.59","11,185.59","3,244,190,000"
2020-10-30,"11,103.47","11,129.81","10,822.57","10,911.59","10,911.59","3,671,600,000"
2020-11-02,"11,010.45","11,071.08","10,830.95","10,957.61","10,957.61","3,209,000,000"
2020-11-03,"11,038.66","11,213.92","11,004.84","11,160.57","11,160.57","3,216,580,000"
2020-11-04,"11,443.77","11,663.31","11,394.21","11,590.78","11,590.78","3,620,760,000"
2020-11-05,"11,816.33","11,924.28","11,784.15","11,890.93","11,890.93","3,848,160,000"
2020-11-06,"11,869.90","11,920.54","11,737.13","11,895.23","11,895.23","4,183,220,000"
2020-11-09,"12,046.66","12,108.07","11,703.49","11,713.78","11,713.78","5,863,900,000"
2020-11-10,"11,622.44","11,665.87","11,424.61","11,553.86","11,553.86","4,736,560,000"
2020-11-11,"11,656.65","11,793.57","11,638.90","11,786.43","11,786.43","3,854,680,000"
2020-11-12,"11,802.50","11,847.84","11,666.37","11,709.59","11,709.59","3,886,670,000"
2020-11-13,"11,794.94","11,849.79","11,715.52","11,829.29","11,829.29","3,654,230,000"
2020-11-16,"11,847.11","11,937.72","11,814.89","11,924.13","11,924.13","4,172,570,000"
2020-11-17,"11,913.35","11,950.18","11,852.41","11,899.34","11,899.34","4,145,030,000"
2020-11-18,"11,896.06","11,942.49","11,799.96","11,801.60","11,801.60","4,731,420,000"
2020-11-19,"11,779.04","11,912.63","11,760.98","11,904.71","11,904.71","5,385,190,000"
2020-11-20,"11,892.70","11,935.47","11,852.51","11,854.97","11,854.97","5,350,970,000"
2020-11-23,"11,916.76","11,949.33","11,796.53","11,880.63","11,880.63","5,473,250,000"
2020-11-24,"11,939.33","12,049.88","11,863.45","12,036.79","12,036.79","6,339,580,000"
2020-11-25,"12,053.89","12,114.77","12,020.95","12,094.40","12,094.40","4,448,640,000"
2020-11-27,"12,159.18","12,236.23","12,154.57","12,205.85","12,205.85","3,401,830,000"
2020-11-30,"12,224.25","12,244.65","12,027.16","12,198.74","12,198.74","7,760,390,000"
2020-12-01,"12,313.36","12,405.79","12,263.93","12,355.11","12,355.11","6,512,420,000"
2020-12-02,"12,285.75","12,360.06","12,217.35","12,349.37","12,349.37","5,194,960,000"
2020-12-03,"12,369.26","12,439.02","12,356.99","12,377.18","12,377.18","5,209,980,000"
2020-12-04,"12,399.32","12,464.23","12,376.44","12,464.23","12,464.23","5,086,900,000"
2020-12-07,"12,461.00","12,536.23","12,460.55","12,519.95","12,519.95","4,771,820,000"
2020-12-08,"12,503.17","12,594.54","12,453.21","12,582.77","12,582.77","4,809,480,000"
2020-12-09,"12,591.69","12,607.14","12,290.78","12,338.95","12,338.95","5,168,450,000"
2020-12-10,"12,247.55","12,431.56","12,214.74","12,405.81","12,405.81","4,518,580,000"
2020-12-11,"12,336.79","12,383.50","12,246.77","12,377.87","12,377.87","4,292,680,000"
2020-12-14,"12,447.44","12,543.00","12,432.71","12,440.04","12,440.04","4,491,930,000"
2020-12-15,"12,543.26","12,596.13","12,465.42","12,595.06","12,595.06","4,423,650,000"
2020-12-16,"12,611.04","12,687.32","12,566.38","12,658.19","12,658.19","4,592,700,000"
2020-12-17,"12,730.78","12,765.25","12,696.35","12,764.75","12,764.75","5,029,830,000"
2020-12-18,"12,804.93","12,809.60","12,654.60","12,755.64","12,755.64","7,125,800,000"
2020-12-21,"12,596.14","12,751.27","12,525.22","12,742.52","12,742.52","5,192,860,000"
2020-12-22,"12,785.22","12,840.57","12,695.31","12,807.92","12,807.92","5,811,850,000"
2020-12-23,"12,834.94","12,841.92","12,758.67","12,771.11","12,771.11","7,100,250,000"
2020-12-24,"12,791.54","12,833.55","12,767.64","12,804.73","12,804.73","3,305,960,000"
2020-12-28,"12,914.64","12,930.89","12,827.45","12,899.42","12,899.42","5,109,140,000"
2020-12-29,"12,965.39","12,973.33","12,821.96","12,850.22","12,850.22","4,726,920,000"
2020-12-30,"12,906.51","12,924.93","12,857.76","12,870.00","12,870.00","5,343,010,000"
2020-12-31,"12,877.09","12,902.07","12,821.23","12,888.28","12,888.28","4,815,840,000"
2021-01-04,"12,958.52","12,958.72","12,543.24","12,698.45","12,698.45","6,636,170,000"
2021-01-05,"12,665.65","12,828.27","12,665.65","12,818.96","12,818.96","6,971,860,000"
2021-01-06,"12,666.15","12,909.63","12,649.99","12,740.79","12,740.79","7,689,880,000"
2021-01-07,"12,867.34","13,090.91","12,867.34","13,067.48","13,067.48","6,841,480,000"
2021-01-08,"13,160.22","13,208.09","13,036.55","13,201.98","13,201.98","7,289,390,000"
2021-01-11,"13,048.78","13,138.27","12,999.51","13,036.43","13,036.43","6,960,470,000"
2021-01-12,"13,062.06","13,105.04","12,963.92","13,072.43","13,072.43","7,264,070,000"
2021-01-13,"13,088.01","13,171.15","13,051.06","13,128.95","13,128.95","7,104,810,000"
2021-01-14,"13,174.75","13,220.16","13,098.41","13,112.64","13,112.64","6,734,100,000"
2021-01-15,"13,099.90","13,139.83","12,949.76","12,998.50","12,998.50","6,458,360,000"
2021-01-19,"13,132.73","13,206.86","13,078.70","13,197.18","13,197.18","6,297,860,000"
2021-01-20,"13,342.55","13,486.13","13,329.77","13,457.25","13,457.25","6,820,990,000"
2021-01-21,"13,521.48","13,560.35","13,454.07","13,530.91","13,530.91","7,258,640,000"
2021-01-22,"13,474.81","13,567.14","13,463.66","13,543.06","13,543.06","5,972,750,000"
2021-01-25,"13,681.21","13,728.98","13,368.68","13,635.99","13,635.99","7,193,710,000"
2021-01-26,"13,681.72","13,702.69","13,603.19","13,626.06","13,626.06","6,849,600,000"
2021-01-27,"13,486.58","13,538.42","13,192.91","13,270.60","13,270.60","11,621,190,000"
2021-01-28,"13,323.29","13,507.64","13,316.52","13,337.16","13,337.16","9,959,270,000"
2021-01-29,"13,284.72","13,322.00","12,985.05","13,070.69","13,070.69","7,872,250,000"
2021-02-01,"13,226.18","13,431.46","13,132.47","13,403.39","13,403.39","7,092,520,000"
2021-02-02,"13,543.10","13,652.70","13,535.86","13,612.78","13,612.78","7,325,270,000"
2021-02-03,"13,718.31","13,723.83","13,585.34","13,610.54","13,610.54","7,546,940,000"
2021-02-04,"13,674.06","13,778.42","13,631.62","13,777.74","13,777.74","7,295,370,000"
2021-02-05,"13,824.88","13,878.16","13,761.66","13,856.30","13,856.30","6,792,910,000"
2021-02-08,"13,937.06","13,987.74","13,894.15","13,987.64","13,987.64","8,564,530,000"
2021-02-09,"13,966.82","14,044.95","13,966.55","14,007.70","14,007.70","8,766,770,000"
2021-02-10,"14,093.35","14,109.12","13,845.47","13,972.53","13,972.53","10,785,930,000"
2021-02-11,"14,045.21","14,058.91","13,916.85","14,025.77","14,025.77","10,916,780,000"
2021-02-12,"13,979.21","14,102.04","13,937.71","14,095.47","14,095.47","7,416,940,000"
2021-02-16,"14,152.21","14,175.12","13,995.45","14,047.50","14,047.50","7,722,100,000"
2021-02-17,"13,911.65","13,976.43","13,804.26","13,965.49","13,965.49","7,280,500,000"
2021-02-18,"13,814.67","13,905.96","13,714.35","13,865.36","13,865.36","6,499,420,000"
2021-02-19,"13,929.20","13,985.58","13,842.60","13,874.46","13,874.46","6,737,820,000"
2021-02-22,"13,714.20","13,757.06","13,530.96","13,533.05","13,533.05","6,483,740,000"
2021-02-23,"13,262.61","13,526.09","13,003.98","13,465.20","13,465.20","7,516,510,000"
2021-02-24,"13,400.25","13,607.36","13,286.59","13,597.97","13,597.97","5,886,230,000"
2021-02-25,"13,512.64","13,602.86","13,066.38","13,119.43","13,119.43","6,390,380,000"
2021-02-26,"13,232.90","13,368.06","13,024.53","13,192.35","13,192.35","5,906,110,000"
2021-03-01,"13,406.16","13,596.59","13,362.66","13,588.83","13,588.83","5,079,530,000"
2021-03-02,"13,599.45","13,601.33","13,352.00","13,358.79","13,358.79","4,948,140,000"
2021-03-03,"13,336.25","13,372.52","12,995.07","12,997.75","12,997.75","5,529,980,000"
2021-03-04,"12,953.99","13,068.71","12,553.96","12,723.47","12,723.47","7,864,380,000"
2021-03-05,"12,860.04","12,941.21","12,397.05","12,920.15","12,920.15","7,725,200,000"
2021-03-08,"12,904.26","13,001.00","12,599.23","12,609.16","12,609.16","6,010,230,000"
2021-03-09,"12,923.07","13,151.54","12,882.49","13,073.82","13,073.82","6,345,560,000"
2021-03-10,"13,234.73","13,277.11","13,035.44","13,068.83","13,068.83","6,023,880,000"
2021-03-11,"13,273.31","13,433.62","13,246.33","13,398.67","13,398.67","6,008,850,000"
2021-03-12,"13,222.81","13,324.69","13,158.72","13,319.86","13,319.86","5,497,210,000"
2021-03-15,"13,323.47","13,460.35","13,272.50","13,459.71","13,459.71","5,972,370,000"
2021-03-16,"13,523.17","13,620.71","13,397.08","13,471.57","13,471.57","5,493,890,000"
2021-03-17,"13,336.91","13,595.00","13,272.69","13,525.20","13,525.20","5,536,110,000"
2021-03-18,"13,349.20","13,384.46","13,101.92","13,116.17","13,116.17","5,739,720,000"
2021-03-19,"13,119.90","13,252.37","13,039.45","13,215.24","13,215.24","7,630,590,000"
2021-03-22,"13,278.78","13,455.64","13,278.78","13,377.54","13,377.54","5,321,760,000"
2021-03-23,"13,381.43","13,405.15","13,202.43","13,227.70","13,227.70","5,675,010,000"
2021-03-24,"13,289.24","13,292.92","12,961.35","12,961.89","12,961.89","6,248,650,000"
2021-03-25,"12,844.58","13,021.86","12,786.81","12,977.68","12,977.68","5,634,290,000"
2021-03-26,"12,996.03","13,149.55","12,878.72","13,138.73","13,138.73","5,224,360,000"
2021-03-29,"13,103.97","13,143.41","12,968.16","13,059.65","13,059.65","4,965,090,000"
2021-03-30,"13,008.80","13,075.75","12,922.57","13,045.39","13,045.39","4,721,950,000"
2021-03-31,"13,122.57","13,325.54","13,118.38","13,246.87","13,246.87","5,004,720,000"
2021-04-01,"13,414.32","13,487.08","13,404.18","13,480.11","13,480.11","4,576,480,000"
2021-04-05,"13,594.90","13,720.58","13,582.76","13,705.59","13,705.59","4,459,000,000"
2021-04-06,"13,681.67","13,776.71","13,674.28","13,698.38","13,698.38","4,073,710,000"
2021-04-07,"13,675.30","13,733.03","13,653.59","13,688.84","13,688.84","4,098,740,000"
2021-04-08,"13,796.89","13,830.14","13,758.71","13,829.31","13,829.31","4,153,600,000"
2021-04-09,"13,787.02","13,905.41","13,748.35","13,900.19","13,900.19","3,926,110,000"
2021-04-12,"13,854.44","13,877.00","13,783.95","13,850.00","13,850.00","4,250,900,000"
2021-04-13,"13,902.45","14,011.51","13,902.45","13,996.10","13,996.10","4,219,360,000"
2021-04-14,"14,004.08","14,033.63","13,839.04","13,857.84","13,857.84","4,120,770,000"
2021-04-15,"13,983.23","14,049.13","13,970.42","14,038.76","14,038.76","4,406,880,000"
2021-04-16,"14,059.11","14,062.50","13,977.05","14,052.34","14,052.34","4,427,780,000"
2021-04-19,"13,984.58","14,041.79","13,842.57","13,914.77","13,914.77","4,379,610,000"
2021-04-20,"13,894.46","13,927.67","13,698.67","13,786.27","13,786.27","4,245,120,000"
2021-04-21,"13,745.77","13,951.35","13,706.86","13,950.22","13,950.22","3,999,620,000"
2021-04-22,"13,952.57","14,015.87","13,771.04","13,818.41","13,818.41","4,420,820,000"
2021-04-23,"13,861.37","14,062.74","13,856.83","14,016.81","14,016.81","4,355,100,000"
2021-04-26,"14,052.38","14,154.03","14,019.50","14,138.78","14,138.78","4,506,210,000"
2021-04-27,"14,170.91","14,171.24","14,064.28","14,090.22","14,090.22","4,691,460,000"
2021-04-28,"14,082.78","14,133.65","14,034.70","14,051.03","14,051.03","4,559,710,000"
2021-04-29,"14,204.51","14,211.57","13,952.80","14,082.55","14,082.55","4,928,030,000"
2021-04-30,"13,970.73","14,084.76","13,941.63","13,962.68","13,962.68","4,792,460,000"
2021-05-03,"14,031.77","14,042.12","13,881.51","13,895.12","13,895.12","4,761,430,000"
2021-05-04,"13,774.51","13,795.57","13,485.59","13,633.50","13,633.50","5,879,730,000"
2021-05-05,"13,731.13","13,753.05","13,553.93","13,582.42","13,582.42","4,535,690,000"
2021-05-06,"13,557.83","13,635.73","13,439.39","13,632.84","13,632.84","5,021,400,000"
2021-05-07,"13,723.09","13,828.62","13,690.75","13,752.24","13,752.24","4,391,100,000"
2021-05-10,"13,687.59","13,687.93","13,401.74","13,401.86","13,401.86","4,818,670,000"
2021-05-11,"13,115.85","13,423.31","13,107.67","13,389.43","13,389.43","4,738,390,000"
2021-05-12,"13,215.49","13,288.61","13,002.54","13,031.68","13,031.68","4,752,930,000"
2021-05-13,"13,150.94","13,247.87","13,007.24","13,124.99","13,124.99","4,698,110,000"
2021-05-14,"13,255.65","13,460.88","13,242.97","13,429.98","13,429.98","4,022,610,000"
2021-05-17,"13,368.80","13,399.17","13,265.40","13,379.05","13,379.05","3,997,780,000"
2021-05-18,"13,416.90","13,485.34","13,299.93","13,303.64","13,303.64","4,301,300,000"
2021-05-19,"13,078.19","13,304.61","13,072.23","13,299.74","13,299.74","4,333,520,000"
2021-05-20,"13,356.63","13,563.52","13,355.71","13,535.74","13,535.74","3,990,760,000"
2021-05-21,"13,616.19","13,616.58","13,463.26","13,470.99","13,470.99","3,733,940,000"
2021-05-24,"13,557.21","13,708.85","13,551.01","13,661.17","13,661.17","3,509,470,000"
2021-05-25,"13,721.54","13,751.14","13,631.80","13,657.17","13,657.17","4,128,990,000"
2021-05-26,"13,693.94","13,750.16","13,679.59","13,738.00","13,738.00","4,264,500,000"
2021-05-27,"13,742.59","13,776.52","13,701.63","13,736.28","13,736.28","5,087,180,000"
2021-05-28,"13,792.05","13,820.87","13,747.61","13,748.74","13,748.74","4,447,940,000"
2021-06-01,"13,829.06","13,836.17","13,678.77","13,736.48","13,736.48","4,186,280,000"
2021-06-02,"13,743.24","13,775.89","13,689.74","13,756.33","13,756.33","5,097,630,000"
2021-06-03,"13,655.75","13,684.13","13,548.93","13,614.51","13,614.51","5,396,250,000"
2021-06-04,"13,697.25","13,826.82","13,692.01","13,814.49","13,814.49","4,360,710,000"
2021-06-07,"13,802.82","13,889.11","13,784.89","13,881.72","13,881.72","4,639,210,000"
2021-06-08,"13,946.32","13,981.72","13,831.98","13,924.91","13,924.91","5,958,410,000"
2021-06-09,"13,980.23","14,003.50","13,906.45","13,911.75","13,911.75","5,640,490,000"
2021-06-10,"13,933.88","14,031.19","13,904.40","14,020.33","14,020.33","4,919,880,000"
2021-06-11,"14,030.85","14,069.42","14,006.59","14,069.42","14,069.42","4,157,580,000"
2021-06-14,"14,083.47","14,175.45","14,056.67","14,174.14","14,174.14","4,415,160,000"
2021-06-15,"14,166.64","14,171.02","14,052.16","14,072.86","14,072.86","4,554,580,000"
2021-06-16,"14,085.55","14,129.69","13,903.73","14,039.68","14,039.68","4,683,030,000"
2021-06-17,"13,999.13","14,196.21","13,998.93","14,161.35","14,161.35","4,558,280,000"
2021-06-18,"14,096.93","14,129.22","14,009.04","14,030.38","14,030.38","6,126,070,000"
2021-06-21,"14,047.42","14,150.78","13,960.04","14,141.48","14,141.48","4,562,010,000"
2021-06-22,"14,138.29","14,269.77","14,121.00","14,253.27","14,253.27","4,433,140,000"
2021-06-23,"14,263.38","14,317.66","14,246.30","14,271.73","14,271.73","4,417,470,000"
2021-06-24,"14,357.27","14,414.46","14,333.70","14,369.71","14,369.71","4,324,620,000"
2021-06-25,"14,400.81","14,409.08","14,337.65","14,360.39","14,360.39","7,468,090,000"
