time,USD
2023/7/26,"1,966.30"
2023/7/27,"1,945.40"
2023/7/28,"1,954.30"
2023/7/31,"1,970.70"
2023/8/1,"1,947.20"
2023/8/2,"1,944.20"
2023/8/3,"1,935.70"
2023/8/4,"1,942.50"
2023/8/7,"1,931.70"
2023/8/8,"1,926.40"
2023/8/9,"1,922.80"
2023/8/10,"1,920.90"
2023/8/11,"1,915.80"
2023/8/14,"1,903.80"
2023/8/15,"1,903.90"
2023/8/16,"1,904.20"
2023/8/17,"1,896.40"
2023/8/18,"1,893.70"
2023/8/21,"1,889.90"
2023/8/22,"1,892.80"
2023/8/23,"1,916.70"
2023/8/24,"1,917.10"
2023/8/25,"1,915.50"
2023/8/28,"1,915.50"
2023/8/29,"1,930.00"
2023/8/30,"1,947.60"
2023/8/31,"1,942.30"
2023/9/1,"1,940.60"
2023/9/4,"1,937.20"
2023/9/5,"1,926.10"
2023/9/6,"1,922.10"
2023/9/7,"1,918.40"
2023/9/8,"1,927.80"
2023/9/11,"1,925.00"
2023/9/12,"1,908.60"
2023/9/13,"1,913.80"
2023/9/14,"1,901.80"
2023/9/15,"1,927.70"
2023/9/18,"1,923.50"
2023/9/19,"1,934.90"
2023/9/20,"1,943.40"
2023/9/21,"1,915.00"
2023/9/22,"1,927.40"
2023/9/25,"1,924.90"
2023/9/26,"1,907.10"
2023/9/27,"1,887.30"
2023/9/28,"1,873.60"
2023/9/29,"1,870.50"
2023/10/2,"1,833.10"
2023/10/3,"1,822.50"
2023/10/4,"1,819.00"
2023/10/5,"1,819.50"
2023/10/6,"1,819.60"
2023/10/9,"1,845.50"
2023/10/10,"1,857.00"
2023/10/11,"1,871.30"
2023/10/12,"1,874.00"
2023/10/13,"1,909.20"
2023/10/16,"1,918.10"
2023/10/17,"1,928.20"
2023/10/18,"1,955.70"
2023/10/19,"1,953.60"
2023/10/20,"1,988.50"
2023/10/23,"1,973.00"
2023/10/24,"1,963.70"
2023/10/25,"1,983.30"
2023/10/26,"1,975.00"
2023/10/27,"1,982.90"
2023/10/30,"1,997.60"
2023/10/31,"1,996.90"
2023/11/1,"1,986.40"
2023/11/2,"1,983.60"
2023/11/3,"1,994.50"
2023/11/6,"1,984.60"
2023/11/7,"1,960.70"
2023/11/8,"1,959.40"
2023/11/9,"1,957.50"
2023/11/10,"1,941.70"
2023/11/13,"1,931.20"
2023/11/14,"1,969.10"
2023/11/15,"1,958.20"
2023/11/16,"1,980.10"
2023/11/17,"1,981.10"
2023/11/20,"1,968.70"
2023/11/21,"2,006.60"
2023/11/22,"1,997.60"
2023/11/23,"1,992.90"
2023/11/24,"2,000.90"
2023/11/27,"2,013.70"
2023/11/28,"2,025.70"
2023/11/29,"2,047.00"
2023/11/30,"2,035.50"
2023/12/1,"2,045.40"
2023/12/4,"2,049.10"
2023/12/5,"2,023.40"
2023/12/6,"2,026.40"
2023/12/7,"2,026.90"
2023/12/8,"2,008.10"
2023/12/11,"1,986.70"
2023/12/12,"1,980.90"
2023/12/13,"1,982.50"
2023/12/14,"2,046.10"
2023/12/15,"2,032.30"
2023/12/18,"2,024.00"
2023/12/19,"2,041.40"
2023/12/20,"2,035.60"
2023/12/21,"2,041.70"
2023/12/22,"2,041.70"
2023/12/25,"2,041.70"
2023/12/26,"2,041.70"
2023/12/27,"2,069.40"
2023/12/28,"2,078.40"
2023/12/29,"2,078.40"
2024/1/1,"2,078.40"
2024/1/2,"2,067.60"
2024/1/3,"2,042.10"
2024/1/4,"2,039.60"
2024/1/5,"2,056.40"
2024/1/8,"2,025.10"
2024/1/9,"2,034.90"
2024/1/10,"2,026.80"
2024/1/11,"2,029.20"
2024/1/12,"2,055.70"
2024/1/15,"2,049.90"
2024/1/16,"2,038.20"
2024/1/17,"2,011.80"
2024/1/18,"2,013.20"
2024/1/19,"2,028.60"
2024/1/22,"2,021.60"
2024/1/23,"2,023.00"
2024/1/24,"2,024.70"
2024/1/25,"2,023.80"
2024/1/26,"2,018.50"
2024/1/29,"2,022.50"
2024/1/30,"2,043.10"
2024/1/31,"2,053.30"
2024/2/1,"2,045.90"
2024/2/2,"2,034.20"
2024/2/5,"2,018.00"
2024/2/6,"2,030.80"
2024/2/7,"2,041.60"
2024/2/8,"2,028.70"
2024/2/9,"2,023.50"
2024/2/12,"2,015.20"
2024/2/13,"1,996.10"
2024/2/14,"1,985.10"
2024/2/15,"2,004.10"
2024/2/16,"1,997.90"
2024/2/19,"2,017.10"
2024/2/20,"2,029.10"
2024/2/21,"2,026.80"
2024/2/22,"2,024.00"
2024/2/23,"2,027.50"
2024/2/26,"2,027.20"
2024/2/27,"2,035.10"
2024/2/28,"2,032.50"
2024/2/29,"2,048.10"
2024/3/1,"2,049.80"
2024/3/4,"2,098.10"
2024/3/5,"2,134.40"
2024/3/6,"2,142.90"
2024/3/7,"2,153.50"
2024/3/8,"2,171.20"
2024/3/11,"2,180.50"
2024/3/12,"2,161.30"
2024/3/13,"2,168.40"
2024/3/14,"2,160.80"
2024/3/15,"2,163.50"
2024/3/18,"2,158.20"
2024/3/19,"2,154.90"
2024/3/20,"2,157.50"
2024/3/21,"2,170.50"
2024/3/22,"2,171.60"
2024/3/25,"2,176.70"
2024/3/26,"2,179.80"
2024/3/27,"2,192.70"
2024/3/28,"2,214.40"
2024/3/29,"2,214.40"
2024/4/1,"2,214.40"
2024/4/2,"2,264.50"
2024/4/3,"2,280.20"
2024/4/4,"2,293.50"
2024/4/5,"2,298.60"
2024/4/8,"2,320.30"
2024/4/9,"2,356.10"
2024/4/10,"2,333.00"
2024/4/11,"2,345.70"
2024/4/12,"2,401.50"
2024/4/15,"2,344.20"
2024/4/16,"2,369.20"
2024/4/17,"2,390.40"
2024/4/18,"2,382.70"
2024/4/19,"2,379.70"
2024/4/22,"2,335.00"
2024/4/23,"2,328.50"
2024/4/24,"2,320.30"
2024/4/25,"2,318.70"
2024/4/26,"2,343.10"
2024/4/29,"2,333.60"
2024/4/30,"2,307.00"
2024/5/1,"2,302.40"
2024/5/2,"2,288.90"
2024/5/3,"2,294.50"
2024/5/6,"2,294.50"
2024/5/7,"2,319.60"
2024/5/8,"2,309.10"
2024/5/9,"2,325.70"
2024/5/10,"2,372.50"
2024/5/13,"2,343.80"
2024/5/14,"2,354.90"
2024/5/15,"2,357.50"
2024/5/16,"2,377.40"
2024/5/17,"2,402.60"
2024/5/20,"2,420.30"
2024/5/21,"2,427.30"
2024/5/22,"2,407.90"
2024/5/23,"2,357.40"
2024/5/24,"2,342.70"
2024/5/27,"2,342.70"
2024/5/28,"2,350.70"
2024/5/29,"2,343.40"
2024/5/30,"2,348.60"
2024/5/31,"2,348.30"
2024/6/3,"2,337.70"
2024/6/4,"2,326.00"
2024/6/5,"2,340.10"
2024/6/6,"2,360.60"
2024/6/7,"2,310.80"
2024/6/10,"2,304.40"
2024/6/11,"2,316.50"
2024/6/12,"2,326.30"
2024/6/13,"2,310.80"
2024/6/14,"2,330.50"
2024/6/17,"2,319.90"
2024/6/18,"2,324.40"
2024/6/19,"2,324.30"
2024/6/20,"2,351.60"
2024/6/21,"2,335.10"
2024/6/24,"2,328.80"
2024/6/25,"2,325.10"
2024/6/26,"2,299.70"
2024/6/27,"2,323.60"
2024/6/28,"2,330.90"
2024/7/1,"2,329.10"
2024/7/2,"2,331.80"
2024/7/3,"2,361.40"
2024/7/4,"2,358.70"
2024/7/5,"2,379.10"
2024/7/8,"2,376.70"
2024/7/9,"2,367.90"
2024/7/10,"2,384.40"
2024/7/11,"2,409.20"
2024/7/12,"2,406.90"
2024/7/15,"2,421.30"
2024/7/16,"2,443.20"
2024/7/17,"2,480.30"
2024/7/18,"2,463.80"
2024/7/19,"2,403.50"
2024/7/22,"2,392.70"
2024/7/23,"2,403.10"
2024/7/24,"2,421.50"
2024/7/25,"2,364.20"
2024/7/26,"2,386.10"
2024/7/29,"2,391.10"
2024/7/30,"2,390.30"
2024/7/31,"2,426.30"
2024/8/1,"2,454.60"
2024/8/2,"2,469.90"
2024/8/5,"2,393.90"
2024/8/6,"2,396.60"
2024/8/7,"2,400.50"
2024/8/8,"2,411.50"
2024/8/9,"2,427.40"
2024/8/12,"2,450.90"
2024/8/13,"2,471.60"
2024/8/14,"2,456.70"
2024/8/15,"2,446.70"
2024/8/16,"2,485.80"
2024/8/19,"2,494.60"
2024/8/20,"2,529.80"
2024/8/21,"2,498.00"
2024/8/22,"2,483.00"
2024/8/23,"2,511.20"
2024/8/26,"2,511.20"
2024/8/27,"2,508.60"
2024/8/28,"2,505.30"
2024/8/29,"2,518.10"
2024/8/30,"2,513.40"
2024/9/2,"2,498.60"
2024/9/3,"2,479.80"
2024/9/4,"2,488.00"
2024/9/5,"2,509.60"
2024/9/6,"2,506.20"
2024/9/9,"2,499.70"
2024/9/10,"2,506.30"
2024/9/11,"2,507.80"
2024/9/12,"2,546.00"
2024/9/13,"2,575.10"
2024/9/16,"2,584.00"
2024/9/17,"2,574.60"
2024/9/18,"2,570.10"
2024/9/19,"2,575.40"
2024/9/20,"2,605.90"
2024/9/23,"2,630.00"
2024/9/24,"2,636.00"
2024/9/25,"2,661.50"
2024/9/26,"2,663.80"
2024/9/27,"2,661.90"
2024/9/30,"2,630.00"
2024/10/1,"2,667.60"
2024/10/2,"2,661.00"
2024/10/3,"2,647.70"
2024/10/4,"2,650.10"
2024/10/7,"2,641.00"
2024/10/8,"2,639.90"
2024/10/9,"2,610.70"
2024/10/10,"2,629.00"
2024/10/11,"2,648.80"
2024/10/14,"2,654.90"
2024/10/15,"2,649.10"
2024/10/16,"2,675.30"
2024/10/17,"2,688.90"
2024/10/18,"2,712.50"
2024/10/21,"2,736.50"
2024/10/22,"2,736.50"
2024/10/23,"2,736.50"
2024/10/24,"2,732.00"
2024/10/25,"2,731.50"
2024/10/28,"2,741.80"
2024/10/29,"2,769.20"
2024/10/30,"2,777.80"
2024/10/31,"2,734.20"
2024/11/1,"2,744.30"
2024/11/4,"2,742.60"
2024/11/5,"2,742.60"
2024/11/6,"2,660.20"
2024/11/7,"2,692.00"
2024/11/8,"2,691.20"
2024/11/11,"2,624.80"
2024/11/12,"2,606.90"
2024/11/13,"2,598.80"
2024/11/14,"2,567.30"
2024/11/15,"2,571.80"
2024/11/18,"2,606.90"
2024/11/19,"2,623.20"
2024/11/20,"2,640.60"
2024/11/21,"2,665.30"
2024/11/22,"2,695.00"
2024/11/25,"2,635.40"
2024/11/26,"2,622.10"
2024/11/27,"2,640.90"
2024/11/28,"2,641.90"
2024/11/29,"2,651.10"
2024/12/2,"2,642.20"
2024/12/3,"2,640.70"
2024/12/4,"2,648.70"
2024/12/5,"2,640.20"
2024/12/6,"2,637.30"
2024/12/9,"2,671.90"
2024/12/10,"2,689.60"
2024/12/11,"2,705.50"
2024/12/12,"2,684.40"
2024/12/13,"2,659.10"
2024/12/16,"2,654.20"
2024/12/17,"2,636.40"
2024/12/18,"2,635.70"
2024/12/19,"2,592.50"
2024/12/20,"2,616.50"
2024/12/23,"2,613.80"
2024/12/24,"2,613.80"
2024/12/25,"2,613.80"
2024/12/26,"2,613.80"
2024/12/27,"2,616.00"
2024/12/30,"2,609.10"
2024/12/31,"2,609.10"
